genealogy_id,parent_id,child_id,parent_type
1,111,1723,father
1,112,1723,mother
1,113,1724,father
1,114,1724,mother
1,115,1725,father
1,116,1725,mother
1,117,1726,father
1,118,1726,mother
1,119,1727,father
1,120,1727,mother
1,121,1728,father
1,122,1728,mother
1,123,1729,father
1,124,1729,mother
1,125,1730,father
1,126,1730,mother
1,127,1731,father
1,128,1731,mother
1,129,1732,father
1,130,1732,mother
1,131,1733,father
1,132,1733,mother
1,133,1734,father
1,134,1734,mother
1,135,1735,father
1,136,1735,mother
1,137,1736,father
1,138,1736,mother
1,139,1737,father
1,140,1737,mother
1,141,1738,father
1,142,1738,mother
1,143,1739,father
1,144,1739,mother
1,145,1740,father
1,146,1740,mother
1,147,1741,father
1,148,1741,mother
1,149,1742,father
1,150,1742,mother
1,151,1743,father
1,152,1743,mother
1,153,1744,father
1,154,1744,mother
1,155,1745,father
1,156,1745,mother
1,157,1746,father
1,158,1746,mother
1,159,1747,father
1,160,1747,mother
1,161,1748,father
1,162,1748,mother
1,163,1749,father
1,164,1749,mother
1,165,1750,father
1,166,1750,mother
1,167,1751,father
1,168,1751,mother
1,169,1752,father
1,170,1752,mother
1,171,1753,father
1,172,1753,mother
1,173,1754,father
1,174,1754,mother
1,175,1755,father
1,176,1755,mother
1,177,1756,father
1,178,1756,mother
1,179,1757,father
1,180,1757,mother
1,181,1758,father
1,182,1758,mother
1,183,1759,father
1,184,1759,mother
1,185,1760,father
1,186,1760,mother
1,187,1761,father
1,188,1761,mother
1,189,1762,father
1,190,1762,mother
1,191,1763,father
1,192,1763,mother
1,193,1764,father
1,194,1764,mother
1,195,1765,father
1,196,1765,mother
1,197,1766,father
1,198,1766,mother
1,199,1767,father
1,200,1767,mother
1,201,1768,father
1,202,1768,mother
1,203,1769,father
1,204,1769,mother
1,205,1770,father
1,206,1770,mother
1,207,1771,father
1,208,1771,mother
1,209,1772,father
1,210,1772,mother
1,211,1773,father
1,212,1773,mother
1,213,1774,father
1,214,1774,mother
1,215,1775,father
1,216,1775,mother
1,217,1776,father
1,218,1776,mother
1,219,1777,father
1,220,1777,mother
1,221,1778,father
1,222,1778,mother
1,223,1779,father
1,224,1779,mother
1,225,1780,father
1,226,1780,mother
1,227,1781,father
1,228,1781,mother
1,229,1782,father
1,230,1782,mother
1,231,1783,father
1,232,1783,mother
1,233,1784,father
1,234,1784,mother
1,235,1785,father
1,236,1785,mother
1,237,1786,father
1,238,1786,mother
1,239,1787,father
1,240,1787,mother
1,241,1788,father
1,242,1788,mother
1,243,1789,father
1,244,1789,mother
1,245,1790,father
1,246,1790,mother
1,247,1791,father
1,248,1791,mother
1,249,1792,father
1,250,1792,mother
1,251,1793,father
1,252,1793,mother
1,253,1794,father
1,254,1794,mother
1,255,1795,father
1,256,1795,mother
1,257,1796,father
1,258,1796,mother
1,259,1797,father
1,260,1797,mother
1,261,1798,father
1,262,1798,mother
1,263,1799,father
1,264,1799,mother
1,265,1800,father
1,266,1800,mother
1,267,1801,father
1,268,1801,mother
1,269,1802,father
1,270,1802,mother
1,271,1803,father
1,272,1803,mother
1,273,1804,father
1,274,1804,mother
1,275,1805,father
1,276,1805,mother
1,277,1806,father
1,278,1806,mother
1,279,1807,father
1,280,1807,mother
1,281,1808,father
1,282,1808,mother
1,283,1809,father
1,284,1809,mother
1,285,1810,father
1,286,1810,mother
1,287,1811,father
1,288,1811,mother
1,289,1812,father
1,290,1812,mother
1,291,1813,father
1,292,1813,mother
1,293,1814,father
1,294,1814,mother
1,295,1815,father
1,296,1815,mother
1,297,1816,father
1,298,1816,mother
1,299,1817,father
1,300,1817,mother
1,301,1818,father
1,302,1818,mother
1,303,1819,father
1,304,1819,mother
1,305,1820,father
1,306,1820,mother
1,307,1821,father
1,308,1821,mother
1,309,1822,father
1,310,1822,mother
1,311,1823,father
1,312,1823,mother
1,313,1824,father
1,314,1824,mother
1,315,1825,father
1,316,1825,mother
1,317,1826,father
1,318,1826,mother
1,319,1827,father
1,320,1827,mother
1,321,1828,father
1,322,1828,mother
1,323,1829,father
1,324,1829,mother
1,325,1830,father
1,326,1830,mother
1,327,1831,father
1,328,1831,mother
1,329,1832,father
1,330,1832,mother
1,331,1833,father
1,332,1833,mother
1,333,1834,father
1,334,1834,mother
1,335,1835,father
1,336,1835,mother
1,337,1836,father
1,338,1836,mother
1,339,1837,father
1,340,1837,mother
1,341,1838,father
1,342,1838,mother
1,343,1839,father
1,344,1839,mother
1,345,1840,father
1,346,1840,mother
1,347,1841,father
1,348,1841,mother
1,349,1842,father
1,350,1842,mother
1,351,1843,father
1,352,1843,mother
1,353,1844,father
1,354,1844,mother
1,355,1845,father
1,356,1845,mother
1,357,1846,father
1,358,1846,mother
1,359,1847,father
1,360,1847,mother
1,361,1848,father
1,362,1848,mother
1,363,1849,father
1,364,1849,mother
1,365,1850,father
1,366,1850,mother
1,367,1851,father
1,368,1851,mother
1,369,1852,father
1,370,1852,mother
1,371,1853,father
1,372,1853,mother
1,373,1854,father
1,374,1854,mother
1,375,1855,father
1,376,1855,mother
1,377,1856,father
1,378,1856,mother
1,379,1857,father
1,380,1857,mother
1,381,1858,father
1,382,1858,mother
1,383,1859,father
1,384,1859,mother
1,385,1860,father
1,386,1860,mother
1,387,1861,father
1,388,1861,mother
1,389,1862,father
1,390,1862,mother
1,391,1863,father
1,392,1863,mother
1,393,1864,father
1,394,1864,mother
1,395,1865,father
1,396,1865,mother
1,397,1866,father
1,398,1866,mother
1,399,1867,father
1,400,1867,mother
1,401,1868,father
1,402,1868,mother
1,403,1869,father
1,404,1869,mother
1,405,1870,father
1,406,1870,mother
1,407,1871,father
1,408,1871,mother
1,409,1872,father
1,410,1872,mother
1,411,1873,father
1,412,1873,mother
1,413,1874,father
1,414,1874,mother
1,415,1875,father
1,416,1875,mother
1,417,1876,father
1,418,1876,mother
1,419,1877,father
1,420,1877,mother
1,421,1878,father
1,422,1878,mother
1,423,1879,father
1,424,1879,mother
1,425,1880,father
1,426,1880,mother
1,427,1881,father
1,428,1881,mother
1,429,1882,father
1,430,1882,mother
1,431,1883,father
1,432,1883,mother
1,433,1884,father
1,434,1884,mother
1,435,1885,father
1,436,1885,mother
1,437,1886,father
1,438,1886,mother
1,439,1887,father
1,440,1887,mother
1,441,1888,father
1,442,1888,mother
1,443,1889,father
1,444,1889,mother
1,445,1890,father
1,446,1890,mother
1,447,1891,father
1,448,1891,mother
1,449,1892,father
1,450,1892,mother
1,451,1893,father
1,452,1893,mother
1,453,1894,father
1,454,1894,mother
1,455,1895,father
1,456,1895,mother
1,457,1896,father
1,458,1896,mother
1,459,1897,father
1,460,1897,mother
1,461,1898,father
1,462,1898,mother
1,463,1899,father
1,464,1899,mother
1,465,1900,father
1,466,1900,mother
1,467,1901,father
1,468,1901,mother
1,469,1902,father
1,470,1902,mother
1,471,1903,father
1,472,1903,mother
1,473,1904,father
1,474,1904,mother
1,475,1905,father
1,476,1905,mother
1,477,1906,father
1,478,1906,mother
1,479,1907,father
1,480,1907,mother
1,481,1908,father
1,482,1908,mother
1,483,1909,father
1,484,1909,mother
1,485,1910,father
1,486,1910,mother
1,487,1911,father
1,488,1911,mother
1,489,1912,father
1,490,1912,mother
1,491,1913,father
1,492,1913,mother
1,493,1914,father
1,494,1914,mother
1,495,1915,father
1,496,1915,mother
1,497,1916,father
1,498,1916,mother
1,499,1917,father
1,500,1917,mother
1,501,1918,father
1,502,1918,mother
1,503,1919,father
1,504,1919,mother
1,505,1920,father
1,506,1920,mother
1,507,1921,father
1,508,1921,mother
1,509,1922,father
1,510,1922,mother
1,511,1923,father
1,512,1923,mother
1,513,1924,father
1,514,1924,mother
1,515,1925,father
1,516,1925,mother
1,517,1926,father
1,518,1926,mother
1,519,1927,father
1,520,1927,mother
1,521,1928,father
1,522,1928,mother
1,523,1929,father
1,524,1929,mother
1,525,1930,father
1,526,1930,mother
1,527,1931,father
1,528,1931,mother
1,529,1932,father
1,530,1932,mother
1,531,1933,father
1,532,1933,mother
1,533,1934,father
1,534,1934,mother
1,535,1935,father
1,536,1935,mother
1,537,1936,father
1,538,1936,mother
1,539,1937,father
1,540,1937,mother
1,541,1938,father
1,542,1938,mother
1,543,1939,father
1,544,1939,mother
1,545,1940,father
1,546,1940,mother
1,547,1941,father
1,548,1941,mother
1,549,1942,father
1,550,1942,mother
1,551,1943,father
1,552,1943,mother
1,553,1944,father
1,554,1944,mother
1,555,1945,father
1,556,1945,mother
1,557,1946,father
1,558,1946,mother
1,559,1947,father
1,560,1947,mother
1,561,1948,father
1,562,1948,mother
1,563,1949,father
1,564,1949,mother
1,565,1950,father
1,566,1950,mother
1,567,1951,father
1,568,1951,mother
1,569,1952,father
1,570,1952,mother
1,571,1953,father
1,572,1953,mother
1,573,1954,father
1,574,1954,mother
1,575,1955,father
1,576,1955,mother
1,577,1956,father
1,578,1956,mother
1,579,1957,father
1,580,1957,mother
1,581,1958,father
1,582,1958,mother
1,583,1959,father
1,584,1959,mother
1,585,1960,father
1,586,1960,mother
1,587,1961,father
1,588,1961,mother
1,589,1962,father
1,590,1962,mother
1,591,1963,father
1,592,1963,mother
1,593,1964,father
1,594,1964,mother
1,595,1965,father
1,596,1965,mother
1,597,1966,father
1,598,1966,mother
1,599,1967,father
1,600,1967,mother
1,601,1968,father
1,602,1968,mother
1,603,1969,father
1,604,1969,mother
1,605,1970,father
1,606,1970,mother
1,607,1971,father
1,608,1971,mother
1,609,1972,father
1,610,1972,mother
1,611,1973,father
1,612,1973,mother
1,613,1974,father
1,614,1974,mother
1,615,1975,father
1,616,1975,mother
1,617,1976,father
1,618,1976,mother
1,619,1977,father
1,620,1977,mother
1,621,1978,father
1,622,1978,mother
1,623,1979,father
1,624,1979,mother
1,625,1980,father
1,626,1980,mother
1,627,1981,father
1,628,1981,mother
1,629,1982,father
1,630,1982,mother
1,631,1983,father
1,632,1983,mother
1,633,1984,father
1,634,1984,mother
1,635,1985,father
1,636,1985,mother
1,637,1986,father
1,638,1986,mother
1,639,1987,father
1,640,1987,mother
1,641,1988,father
1,642,1988,mother
1,643,1989,father
1,644,1989,mother
1,645,1990,father
1,646,1990,mother
1,647,1991,father
1,648,1991,mother
1,649,1992,father
1,650,1992,mother
1,651,1993,father
1,652,1993,mother
1,653,1994,father
1,654,1994,mother
1,655,1995,father
1,656,1995,mother
1,657,1996,father
1,658,1996,mother
1,659,1997,father
1,660,1997,mother
1,661,1998,father
1,662,1998,mother
1,663,1999,father
1,664,1999,mother
1,665,2000,father
1,666,2000,mother
1,667,2001,father
1,668,2001,mother
1,669,2002,father
1,670,2002,mother
1,671,2003,father
1,672,2003,mother
1,673,2004,father
1,674,2004,mother
1,675,2005,father
1,676,2005,mother
1,677,2006,father
1,678,2006,mother
1,679,2007,father
1,680,2007,mother
1,681,2008,father
1,682,2008,mother
1,683,2009,father
1,684,2009,mother
1,685,2010,father
1,686,2010,mother
1,687,2011,father
1,688,2011,mother
1,689,2012,father
1,690,2012,mother
1,691,2013,father
1,692,2013,mother
1,693,2014,father
1,694,2014,mother
1,695,2015,father
1,696,2015,mother
1,697,2016,father
1,698,2016,mother
1,699,2017,father
1,700,2017,mother
1,701,2018,father
1,702,2018,mother
1,703,2019,father
1,704,2019,mother
1,705,2020,father
1,706,2020,mother
1,707,2021,father
1,708,2021,mother
1,709,2022,father
1,710,2022,mother
1,711,2023,father
1,712,2023,mother
1,713,2024,father
1,714,2024,mother
1,715,2025,father
1,716,2025,mother
1,717,2026,father
1,718,2026,mother
1,719,2027,father
1,720,2027,mother
1,721,2028,father
1,722,2028,mother
1,723,2029,father
1,724,2029,mother
1,725,2030,father
1,726,2030,mother
1,727,2031,father
1,728,2031,mother
1,729,2032,father
1,730,2032,mother
1,731,2033,father
1,732,2033,mother
1,733,2034,father
1,734,2034,mother
1,735,2035,father
1,736,2035,mother
1,737,2036,father
1,738,2036,mother
1,739,2037,father
1,740,2037,mother
1,741,2038,father
1,742,2038,mother
1,743,2039,father
1,744,2039,mother
1,745,2040,father
1,746,2040,mother
1,747,2041,father
1,748,2041,mother
1,749,2042,father
1,750,2042,mother
1,751,2043,father
1,752,2043,mother
1,753,2044,father
1,754,2044,mother
1,755,2045,father
1,756,2045,mother
1,757,2046,father
1,758,2046,mother
1,759,2047,father
1,760,2047,mother
1,761,2048,father
1,762,2048,mother
1,763,2049,father
1,764,2049,mother
1,765,2050,father
1,766,2050,mother
1,767,2051,father
1,768,2051,mother
1,769,2052,father
1,770,2052,mother
1,771,2053,father
1,772,2053,mother
1,773,2054,father
1,774,2054,mother
1,775,2055,father
1,776,2055,mother
1,777,2056,father
1,778,2056,mother
1,779,2057,father
1,780,2057,mother
1,781,2058,father
1,782,2058,mother
1,783,2059,father
1,784,2059,mother
1,785,2060,father
1,786,2060,mother
1,787,2061,father
1,788,2061,mother
1,789,2062,father
1,790,2062,mother
1,791,2063,father
1,792,2063,mother
1,793,2064,father
1,794,2064,mother
1,795,2065,father
1,796,2065,mother
1,797,2066,father
1,798,2066,mother
1,799,2067,father
1,800,2067,mother
1,801,2068,father
1,802,2068,mother
1,803,2069,father
1,804,2069,mother
1,805,2070,father
1,806,2070,mother
1,807,2071,father
1,808,2071,mother
1,809,2072,father
1,810,2072,mother
1,811,2073,father
1,812,2073,mother
1,813,2074,father
1,814,2074,mother
1,815,2075,father
1,816,2075,mother
1,817,2076,father
1,818,2076,mother
1,819,2077,father
1,820,2077,mother
1,821,2078,father
1,822,2078,mother
1,823,2079,father
1,824,2079,mother
1,825,2080,father
1,826,2080,mother
1,827,2081,father
1,828,2081,mother
1,829,2082,father
1,830,2082,mother
1,831,2083,father
1,832,2083,mother
1,833,2084,father
1,834,2084,mother
1,835,2085,father
1,836,2085,mother
1,837,2086,father
1,838,2086,mother
1,839,2087,father
1,840,2087,mother
1,841,2088,father
1,842,2088,mother
1,843,2089,father
1,844,2089,mother
1,845,2090,father
1,846,2090,mother
1,847,2091,father
1,848,2091,mother
1,849,2092,father
1,850,2092,mother
1,851,2093,father
1,852,2093,mother
1,853,2094,father
1,854,2094,mother
1,855,2095,father
1,856,2095,mother
1,857,2096,father
1,858,2096,mother
1,859,2097,father
1,860,2097,mother
1,861,2098,father
1,862,2098,mother
1,863,2099,father
1,864,2099,mother
1,865,2100,father
1,866,2100,mother
1,867,2101,father
1,868,2101,mother
1,869,2102,father
1,870,2102,mother
1,871,2103,father
1,872,2103,mother
1,873,2104,father
1,874,2104,mother
1,875,2105,father
1,876,2105,mother
1,877,2106,father
1,878,2106,mother
1,879,2107,father
1,880,2107,mother
1,881,2108,father
1,882,2108,mother
1,883,2109,father
1,884,2109,mother
1,885,2110,father
1,886,2110,mother
1,887,2111,father
1,888,2111,mother
1,889,2112,father
1,890,2112,mother
1,891,2113,father
1,892,2113,mother
1,893,2114,father
1,894,2114,mother
1,895,2115,father
1,896,2115,mother
1,897,2116,father
1,898,2116,mother
1,899,2117,father
1,900,2117,mother
1,901,2118,father
1,902,2118,mother
1,903,2119,father
1,904,2119,mother
1,905,2120,father
1,906,2120,mother
1,907,2121,father
1,908,2121,mother
1,909,2122,father
1,910,2122,mother
1,911,2123,father
1,912,2123,mother
1,913,2124,father
1,914,2124,mother
1,915,2125,father
1,916,2125,mother
1,917,2126,father
1,918,2126,mother
1,919,2127,father
1,920,2127,mother
1,921,2128,father
1,922,2128,mother
1,923,2129,father
1,924,2129,mother
1,925,2130,father
1,926,2130,mother
1,927,2131,father
1,928,2131,mother
1,929,2132,father
1,930,2132,mother
1,931,2133,father
1,932,2133,mother
1,933,2134,father
1,934,2134,mother
1,935,2135,father
1,936,2135,mother
1,937,2136,father
1,938,2136,mother
1,939,2137,father
1,940,2137,mother
1,941,2138,father
1,942,2138,mother
1,943,2139,father
1,944,2139,mother
1,945,2140,father
1,946,2140,mother
1,947,2141,father
1,948,2141,mother
1,949,2142,father
1,950,2142,mother
1,951,2143,father
1,952,2143,mother
1,953,2144,father
1,954,2144,mother
1,955,2145,father
1,956,2145,mother
1,957,2146,father
1,958,2146,mother
1,959,2147,father
1,960,2147,mother
1,961,2148,father
1,962,2148,mother
1,963,2149,father
1,964,2149,mother
1,965,2150,father
1,966,2150,mother
1,967,2151,father
1,968,2151,mother
1,969,2152,father
1,970,2152,mother
1,971,2153,father
1,972,2153,mother
1,973,2154,father
1,974,2154,mother
1,975,2155,father
1,976,2155,mother
1,977,2156,father
1,978,2156,mother
1,979,2157,father
1,980,2157,mother
1,981,2158,father
1,982,2158,mother
1,983,2159,father
1,984,2159,mother
1,985,2160,father
1,986,2160,mother
1,987,2161,father
1,988,2161,mother
1,989,2162,father
1,990,2162,mother
1,991,2163,father
1,992,2163,mother
1,993,2164,father
1,994,2164,mother
1,995,2165,father
1,996,2165,mother
1,997,2166,father
1,998,2166,mother
1,999,2167,father
1,1000,2167,mother
1,1001,2168,father
1,1002,2168,mother
1,1003,2169,father
1,1004,2169,mother
1,1005,2170,father
1,1006,2170,mother
1,1007,2171,father
1,1008,2171,mother
1,1009,2172,father
1,1010,2172,mother
1,1011,2173,father
1,1012,2173,mother
1,1013,2174,father
1,1014,2174,mother
1,1015,2175,father
1,1016,2175,mother
1,1017,2176,father
1,1018,2176,mother
1,1019,2177,father
1,1020,2177,mother
1,1021,2178,father
1,1022,2178,mother
1,1023,2179,father
1,1024,2179,mother
1,1025,2180,father
1,1026,2180,mother
1,1027,2181,father
1,1028,2181,mother
1,1029,2182,father
1,1030,2182,mother
1,1031,2183,father
1,1032,2183,mother
1,1033,2184,father
1,1034,2184,mother
1,1035,2185,father
1,1036,2185,mother
1,1037,2186,father
1,1038,2186,mother
1,1039,2187,father
1,1040,2187,mother
1,1041,2188,father
1,1042,2188,mother
1,1043,2189,father
1,1044,2189,mother
1,1045,2190,father
1,1046,2190,mother
1,1047,2191,father
1,1048,2191,mother
1,1049,2192,father
1,1050,2192,mother
1,1051,2193,father
1,1052,2193,mother
1,1053,2194,father
1,1054,2194,mother
1,1055,2195,father
1,1056,2195,mother
1,1057,2196,father
1,1058,2196,mother
1,1059,2197,father
1,1060,2197,mother
1,1061,2198,father
1,1062,2198,mother
1,1063,2199,father
1,1064,2199,mother
1,1065,2200,father
1,1066,2200,mother
1,1067,2201,father
1,1068,2201,mother
1,1069,2202,father
1,1070,2202,mother
1,1071,2203,father
1,1072,2203,mother
1,1073,2204,father
1,1074,2204,mother
1,1075,2205,father
1,1076,2205,mother
1,1077,2206,father
1,1078,2206,mother
1,1079,2207,father
1,1080,2207,mother
1,1081,2208,father
1,1082,2208,mother
1,1083,2209,father
1,1084,2209,mother
1,1085,2210,father
1,1086,2210,mother
1,1087,2211,father
1,1088,2211,mother
1,1089,2212,father
1,1090,2212,mother
1,1091,2213,father
1,1092,2213,mother
1,1093,2214,father
1,1094,2214,mother
1,1095,2215,father
1,1096,2215,mother
1,1097,2216,father
1,1098,2216,mother
1,1099,2217,father
1,1100,2217,mother
1,1101,2218,father
1,1102,2218,mother
1,1103,2219,father
1,1104,2219,mother
1,1105,2220,father
1,1106,2220,mother
1,1107,2221,father
1,1108,2221,mother
1,1109,2222,father
1,1110,2222,mother
1,1111,2223,father
1,1112,2223,mother
1,1113,2224,father
1,1114,2224,mother
1,1115,2225,father
1,1116,2225,mother
1,1117,2226,father
1,1118,2226,mother
1,1119,2227,father
1,1120,2227,mother
1,1121,2228,father
1,1122,2228,mother
1,1123,2229,father
1,1124,2229,mother
1,1125,2230,father
1,1126,2230,mother
1,1127,2231,father
1,1128,2231,mother
1,1129,2232,father
1,1130,2232,mother
1,1131,2233,father
1,1132,2233,mother
1,1133,2234,father
1,1134,2234,mother
1,1135,2235,father
1,1136,2235,mother
1,1137,2236,father
1,1138,2236,mother
1,1139,2237,father
1,1140,2237,mother
1,1141,2238,father
1,1142,2238,mother
1,1143,2239,father
1,1144,2239,mother
1,1145,2240,father
1,1146,2240,mother
1,1147,2241,father
1,1148,2241,mother
1,1149,2242,father
1,1150,2242,mother
1,1151,2243,father
1,1152,2243,mother
1,1153,2244,father
1,1154,2244,mother
1,1155,2245,father
1,1156,2245,mother
1,1157,2246,father
1,1158,2246,mother
1,1159,2247,father
1,1160,2247,mother
1,1161,2248,father
1,1162,2248,mother
1,1163,2249,father
1,1164,2249,mother
1,1165,2250,father
1,1166,2250,mother
1,1167,2251,father
1,1168,2251,mother
1,1169,2252,father
1,1170,2252,mother
1,1171,2253,father
1,1172,2253,mother
1,1173,2254,father
1,1174,2254,mother
1,1175,2255,father
1,1176,2255,mother
1,1177,2256,father
1,1178,2256,mother
1,1179,2257,father
1,1180,2257,mother
1,1181,2258,father
1,1182,2258,mother
1,1183,2259,father
1,1184,2259,mother
1,1185,2260,father
1,1186,2260,mother
1,1187,2261,father
1,1188,2261,mother
1,1189,2262,father
1,1190,2262,mother
1,1191,2263,father
1,1192,2263,mother
1,1193,2264,father
1,1194,2264,mother
1,1195,2265,father
1,1196,2265,mother
1,1197,2266,father
1,1198,2266,mother
1,1199,2267,father
1,1200,2267,mother
1,1201,2268,father
1,1202,2268,mother
1,1203,2269,father
1,1204,2269,mother
1,1205,2270,father
1,1206,2270,mother
1,1207,2271,father
1,1208,2271,mother
1,1209,2272,father
1,1210,2272,mother
1,1211,2273,father
1,1212,2273,mother
1,1213,2274,father
1,1214,2274,mother
1,1215,2275,father
1,1216,2275,mother
1,1217,2276,father
1,1218,2276,mother
1,1219,2277,father
1,1220,2277,mother
1,1221,2278,father
1,1222,2278,mother
1,1223,2279,father
1,1224,2279,mother
1,1225,2280,father
1,1226,2280,mother
1,1227,2281,father
1,1228,2281,mother
1,1229,2282,father
1,1230,2282,mother
1,1231,2283,father
1,1232,2283,mother
1,1233,2284,father
1,1234,2284,mother
1,1235,2285,father
1,1236,2285,mother
1,1237,2286,father
1,1238,2286,mother
1,1239,2287,father
1,1240,2287,mother
1,1241,2288,father
1,1242,2288,mother
1,1243,2289,father
1,1244,2289,mother
1,1245,2290,father
1,1246,2290,mother
1,1247,2291,father
1,1248,2291,mother
1,1249,2292,father
1,1250,2292,mother
1,1251,2293,father
1,1252,2293,mother
1,1253,2294,father
1,1254,2294,mother
1,1255,2295,father
1,1256,2295,mother
1,1257,2296,father
1,1258,2296,mother
1,1259,2297,father
1,1260,2297,mother
1,1261,2298,father
1,1262,2298,mother
1,1263,2299,father
1,1264,2299,mother
1,1265,2300,father
1,1266,2300,mother
1,1267,2301,father
1,1268,2301,mother
1,1269,2302,father
1,1270,2302,mother
1,1271,2303,father
1,1272,2303,mother
1,1273,2304,father
1,1274,2304,mother
1,1275,2305,father
1,1276,2305,mother
1,1277,2306,father
1,1278,2306,mother
1,1279,2307,father
1,1280,2307,mother
1,1281,2308,father
1,1282,2308,mother
1,1283,2309,father
1,1284,2309,mother
1,1285,2310,father
1,1286,2310,mother
1,1287,2311,father
1,1288,2311,mother
1,1289,2312,father
1,1290,2312,mother
1,1291,2313,father
1,1292,2313,mother
1,1293,2314,father
1,1294,2314,mother
1,1295,2315,father
1,1296,2315,mother
1,1297,2316,father
1,1298,2316,mother
1,1299,2317,father
1,1300,2317,mother
1,1301,2318,father
1,1302,2318,mother
1,1303,2319,father
1,1304,2319,mother
1,1305,2320,father
1,1306,2320,mother
1,1307,2321,father
1,1308,2321,mother
1,1309,2322,father
1,1310,2322,mother
1,1311,2323,father
1,1312,2323,mother
1,1313,2324,father
1,1314,2324,mother
1,1315,2325,father
1,1316,2325,mother
1,1317,2326,father
1,1318,2326,mother
1,1319,2327,father
1,1320,2327,mother
1,1321,2328,father
1,1322,2328,mother
1,1323,2329,father
1,1324,2329,mother
1,1325,2330,father
1,1326,2330,mother
1,1327,2331,father
1,1328,2331,mother
1,1329,2332,father
1,1330,2332,mother
1,1331,2333,father
1,1332,2333,mother
1,1333,2334,father
1,1334,2334,mother
1,1335,2335,father
1,1336,2335,mother
1,1337,2336,father
1,1338,2336,mother
1,1339,2337,father
1,1340,2337,mother
1,1341,2338,father
1,1342,2338,mother
1,1343,2339,father
1,1344,2339,mother
1,1345,2340,father
1,1346,2340,mother
1,1347,2341,father
1,1348,2341,mother
1,1349,2342,father
1,1350,2342,mother
1,1351,2343,father
1,1352,2343,mother
1,1353,2344,father
1,1354,2344,mother
1,1355,2345,father
1,1356,2345,mother
1,1357,2346,father
1,1358,2346,mother
1,1359,2347,father
1,1360,2347,mother
1,1361,2348,father
1,1362,2348,mother
1,1363,2349,father
1,1364,2349,mother
1,1365,2350,father
1,1366,2350,mother
1,1367,2351,father
1,1368,2351,mother
1,1369,2352,father
1,1370,2352,mother
1,1371,2353,father
1,1372,2353,mother
1,1373,2354,father
1,1374,2354,mother
1,1375,2355,father
1,1376,2355,mother
1,1377,2356,father
1,1378,2356,mother
1,1379,2357,father
1,1380,2357,mother
1,1381,2358,father
1,1382,2358,mother
1,1383,2359,father
1,1384,2359,mother
1,1385,2360,father
1,1386,2360,mother
1,1387,2361,father
1,1388,2361,mother
1,1389,2362,father
1,1390,2362,mother
1,1391,2363,father
1,1392,2363,mother
1,1393,2364,father
1,1394,2364,mother
1,1395,2365,father
1,1396,2365,mother
1,1397,2366,father
1,1398,2366,mother
1,1399,2367,father
1,1400,2367,mother
1,1401,2368,father
1,1402,2368,mother
1,1403,2369,father
1,1404,2369,mother
1,1405,2370,father
1,1406,2370,mother
1,1407,2371,father
1,1408,2371,mother
1,1409,2372,father
1,1410,2372,mother
1,1411,2373,father
1,1412,2373,mother
1,1413,2374,father
1,1414,2374,mother
1,1415,2375,father
1,1416,2375,mother
1,1417,2376,father
1,1418,2376,mother
1,1419,2377,father
1,1420,2377,mother
1,1421,2378,father
1,1422,2378,mother
1,1423,2379,father
1,1424,2379,mother
